I.D. Number,Customer Class,Node,Arrival Date,Waiting Time,Service Start Date,Service Time,Service End Date,Time Blocked,Exit Date,Destination,Queue Size at Arrival,Queue Size at Departure
21,3,1,292.15982327339333,0.0,292.15982327339333,0.07472211825580644,292.23454539164914,0.0,292.23454539164914,2,0,0
21,3,2,292.23454539164914,0.0,292.23454539164914,6.1006258691073185,298.33517126075645,0.0,298.33517126075645,3,0,1
21,3,3,298.33517126075645,0.0,298.33517126075645,31.75485181204175,330.0900230727982,0.0,330.0900230727982,-1,1,6
23,2,1,301.7374032398669,0.0,301.7374032398669,0.002729491090292413,301.7401327309572,0.0,301.7401327309572,2,0,0
23,2,2,301.7401327309572,0.0,301.7401327309572,4.575540154009332,306.31567288496655,0.0,306.31567288496655,3,0,1
23,2,3,306.31567288496655,0.0,306.31567288496655,36.91404688934989,343.22971977431644,0.0,343.22971977431644,-1,3,5
22,4,1,294.6039343243689,0.0,294.6039343243689,0.08199818213984145,294.6859325065087,0.0,294.6859325065087,2,0,0
22,4,2,294.6859325065087,0.0,294.6859325065087,4.962673648406792,299.6486061549155,0.0,299.6486061549155,3,1,0
22,4,3,299.6486061549155,0.0,299.6486061549155,47.99629220666327,347.6448983615788,0.0,347.6448983615788,-1,2,4
19,3,1,218.99641421509074,0.0,218.99641421509074,0.1617807192794487,219.1581949343702,0.0,219.1581949343702,2,0,0
19,3,2,219.1581949343702,0.0,219.1581949343702,6.002550435276532,225.16074536964672,0.0,225.16074536964672,3,2,0
19,3,3,225.16074536964672,9.71118868281252,234.87193405245924,37.738216281819376,272.6101503342786,0.0,272.6101503342786,4,5,2
19,3,4,272.6101503342786,0.0,272.6101503342786,11.591717929957554,284.20186826423617,0.0,284.20186826423617,5,1,1
19,3,5,284.20186826423617,0.0,284.20186826423617,45.53500416110455,329.7368724253407,0.0,329.7368724253407,6,2,1
19,3,6,329.7368724253407,0.0,329.7368724253407,9.993283920273086,339.7301563456138,0.0,339.7301563456138,7,0,0
19,3,7,339.7301563456138,0.0,339.7301563456138,10.229053731683393,349.9592100772972,0.0,349.9592100772972,-1,0,0
24,3,1,304.30460321735666,0.0,304.30460321735666,0.06067231172016818,304.3652755290768,0.0,304.3652755290768,2,0,0
24,3,2,304.3652755290768,0.0,304.3652755290768,5.304912346837625,309.67018787591445,0.0,309.67018787591445,3,1,0
24,3,3,309.67018787591445,3.882529197275346,313.5527170731898,41.44451182940634,354.99722890259613,0.0,354.99722890259613,-1,4,3
18,3,1,216.4339973758425,0.0,216.4339973758425,0.23687765540159944,216.6708750312441,0.0,216.6708750312441,2,0,0
18,3,2,216.6708750312441,0.0,216.6708750312441,4.601692175917179,221.27256720716127,0.0,221.27256720716127,3,1,2
18,3,3,221.27256720716127,0.0,221.27256720716127,49.72010031775267,270.99266752491394,0.0,270.99266752491394,4,3,3
18,3,4,270.99266752491394,0.0,270.99266752491394,14.3112756365731,285.30394316148704,0.0,285.30394316148704,5,0,0
18,3,5,285.30394316148704,0.0,285.30394316148704,55.44535369936864,340.7492968608557,0.0,340.7492968608557,6,3,0
18,3,6,340.7492968608557,0.0,340.7492968608557,10.595025004573813,351.3443218654295,0.0,351.3443218654295,7,0,0
18,3,7,351.3443218654295,0.0,351.3443218654295,10.585268715205245,361.92959058063474,0.0,361.92959058063474,-1,0,0
25,3,1,315.96389217558954,0.0,315.96389217558954,0.31871282819116686,316.2826050037807,0.0,316.2826050037807,2,0,0
25,3,2,316.2826050037807,0.0,316.2826050037807,5.868673750547771,322.1512787543285,0.0,322.1512787543285,3,0,2
25,3,3,322.1512787543285,7.93874431846973,330.0900230727982,36.332865912147554,366.42288898494576,0.0,366.42288898494576,-1,4,3
26,3,1,317.63581058157945,0.0,317.63581058157945,0.047222950757998206,317.68303353233745,0.0,317.68303353233745,2,0,0
26,3,2,317.68303353233745,0.0,317.68303353233745,5.256220462006695,322.93925399434414,0.0,322.93925399434414,3,1,1
26,3,3,322.93925399434414,20.290465779972294,343.22971977431644,32.12124362378347,375.3509633980999,0.0,375.3509633980999,-1,5,2
27,3,1,321.7998779797085,0.0,321.7998779797085,0.03921727304953038,321.83909525275806,0.0,321.83909525275806,2,0,0
27,3,2,321.83909525275806,0.0,321.83909525275806,3.7874464871403006,325.62654173989836,0.0,325.62654173989836,3,2,0
27,3,3,325.62654173989836,22.018356621680425,347.6448983615788,51.1959286652808,398.8408270268596,0.0,398.8408270268596,-1,6,2
28,2,1,356.36545292953576,0.0,356.36545292953576,0.07327603151992435,356.4387289610557,0.0,356.4387289610557,2,0,0
28,2,2,356.4387289610557,0.0,356.4387289610557,3.9059707110966997,360.3446996721524,0.0,360.3446996721524,3,0,0
28,2,3,360.3446996721524,0.0,360.3446996721524,53.74366893830711,414.0883686104595,0.0,414.0883686104595,-1,3,1
29,3,1,388.69354427773294,0.0,388.69354427773294,0.01323157155241006,388.70677584928535,0.0,388.70677584928535,2,0,0
29,3,2,388.70677584928535,0.0,388.70677584928535,6.039872584739896,394.74664843402525,0.0,394.74664843402525,3,0,0
29,3,3,394.74664843402525,0.0,394.74664843402525,49.75149829614418,444.4981467301694,0.0,444.4981467301694,-1,2,0
30,3,1,452.5201388076399,0.0,452.5201388076399,0.04170634384189498,452.5618451514818,0.0,452.5618451514818,2,0,0
30,3,2,452.5618451514818,0.0,452.5618451514818,5.022421841282437,457.58426699276424,0.0,457.58426699276424,3,0,1
30,3,3,457.58426699276424,0.0,457.58426699276424,39.47208067752956,497.0563476702938,0.0,497.0563476702938,-1,0,2
31,4,1,456.09353041114616,0.0,456.09353041114616,0.1549034139694072,456.24843382511557,0.0,456.24843382511557,2,0,0
31,4,2,456.24843382511557,0.0,456.24843382511557,4.996524092164066,461.24495791727963,0.0,461.24495791727963,3,1,0
31,4,3,461.24495791727963,0.0,461.24495791727963,40.73050815390758,501.9754660711872,0.0,501.9754660711872,-1,1,1
32,4,1,463.2327636565172,0.0,463.2327636565172,0.15121035243214465,463.38397400894934,0.0,463.38397400894934,2,0,0
32,4,2,463.38397400894934,0.0,463.38397400894934,4.574661331113134,467.9586353400625,0.0,467.9586353400625,3,0,0
32,4,3,467.9586353400625,0.0,467.9586353400625,40.10457845673545,508.0632137967979,0.0,508.0632137967979,-1,2,2
34,4,1,500.8698963512726,0.0,500.8698963512726,0.03442890707748347,500.90432525835007,0.0,500.90432525835007,2,0,0
34,4,2,500.90432525835007,0.0,500.90432525835007,6.165733133688946,507.070058392039,0.0,507.070058392039,3,1,0
34,4,3,507.070058392039,0.0,507.070058392039,32.41328377933627,539.4833421713753,0.0,539.4833421713753,-1,2,5
33,3,1,500.66948886208456,0.0,500.66948886208456,0.006219037351286261,500.67570789943585,0.0,500.67570789943585,2,0,0
33,3,2,500.67570789943585,0.0,500.67570789943585,4.2697583627330005,504.94546626216885,0.0,504.94546626216885,3,0,1
33,3,3,504.94546626216885,0.0,504.94546626216885,40.39185567446424,545.3373219366331,0.0,545.3373219366331,-1,1,4
35,2,1,506.8088291714168,0.0,506.8088291714168,0.38053808433767244,507.18936725575446,0.0,507.18936725575446,2,0,0
35,2,2,507.18936725575446,0.0,507.18936725575446,3.9073242688796768,511.09669152463414,0.0,511.09669152463414,3,0,0
35,2,3,511.09669152463414,0.0,511.09669152463414,34.51538909542592,545.61208062006,0.0,545.61208062006,-1,2,3
37,3,1,526.4505835388159,0.0,526.4505835388159,0.12210347032726077,526.5726870091431,0.0,526.5726870091431,2,0,0
37,3,2,526.5726870091431,0.0,526.5726870091431,4.768749207524252,531.3414362166674,0.0,531.3414362166674,3,0,0
37,3,3,531.3414362166674,0.0,531.3414362166674,48.59122916213312,579.9326653788005,0.0,579.9326653788005,-1,4,6
39,3,1,542.3256554678705,0.0,542.3256554678705,0.3068466559436729,542.6325021238142,0.0,542.6325021238142,2,0,0
39,3,2,542.6325021238142,0.0,542.6325021238142,5.375910817588874,548.0084129414031,0.0,548.0084129414031,3,0,2
39,3,3,548.0084129414031,0.0,548.0084129414031,38.87516953971908,586.8835824811222,0.0,586.8835824811222,-1,3,5
43,3,1,552.8666876335501,0.0,552.8666876335501,0.06155026469718905,552.9282378982473,0.0,552.9282378982473,2,0,0
43,3,2,552.9282378982473,0.0,552.9282378982473,3.85939350699266,556.78763140524,0.0,556.78763140524,3,1,1
43,3,3,556.78763140524,0.07313065839946375,556.8607620636394,31.516449594168876,588.3772116578083,0.0,588.3772116578083,-1,6,4
49,0,1,608.1075018061896,0.0,608.1075018061896,0.05470550198390356,608.1622073081735,0.0,608.1622073081735,2,0,0
49,0,2,608.1622073081735,0.0,608.1622073081735,3.801277716632285,611.9634850248058,0.0,611.9634850248058,3,0,0
49,0,3,611.9634850248058,14.009193553486625,625.9726785782924,0.0,625.9726785782924,0.0,625.9726785782924,-1,6,5
42,1,1,550.8430471221661,0.0,550.8430471221661,0.18246430071087616,551.025511422877,0.0,551.025511422877,2,0,0
42,1,2,551.025511422877,0.0,551.025511422877,6.480540116784482,557.5060515396615,0.0,557.5060515396615,3,0,0
42,1,3,557.5060515396615,20.615325025774837,578.1213765654363,50.75870564064792,628.8800822060842,0.0,628.8800822060842,-1,6,4
46,4,1,584.3836252168397,0.0,584.3836252168397,0.1349999221604321,584.5186251390002,0.0,584.5186251390002,2,0,0
46,4,2,584.5186251390002,0.0,584.5186251390002,3.8918241040261137,588.4104492430263,0.0,588.4104492430263,3,1,1
46,4,3,588.4104492430263,0.0,588.4104492430263,44.13074716421784,632.5411964072441,0.0,632.5411964072441,-1,4,3
45,4,1,584.1022644079436,0.0,584.1022644079436,0.1892808582458656,584.2915452661895,0.0,584.2915452661895,2,0,0
45,4,2,584.2915452661895,0.0,584.2915452661895,4.800797208894437,589.0923424750839,0.0,589.0923424750839,3,0,0
45,4,3,589.0923424750839,0.0,589.0923424750839,43.798389847083286,632.8907323221672,0.0,632.8907323221672,-1,5,2
36,3,1,515.1293879749805,0.0,515.1293879749805,0.03270597813354925,515.1620939531141,0.0,515.1620939531141,2,0,0
36,3,2,515.1620939531141,0.0,515.1620939531141,5.198092666713478,520.3601866198276,0.0,520.3601866198276,3,0,0
36,3,3,520.3601866198276,0.0,520.3601866198276,36.50057544381184,556.8607620636394,0.0,556.8607620636394,4,3,6
36,3,4,556.8607620636394,0.0,556.8607620636394,8.103342087223155,564.9641041508626,0.0,564.9641041508626,5,0,0
36,3,5,564.9641041508626,0.0,564.9641041508626,48.58376286245027,613.5478670133128,0.0,613.5478670133128,6,0,2
36,3,6,613.5478670133128,0.0,613.5478670133128,11.484509569748639,625.0323765830615,0.0,625.0323765830615,7,0,0
36,3,7,625.0323765830615,0.0,625.0323765830615,10.627528521627596,635.6599051046891,0.0,635.6599051046891,-1,0,0
48,3,1,599.5112115760525,0.0,599.5112115760525,0.007991959571540974,599.519203535624,0.0,599.519203535624,2,0,0
48,3,2,599.519203535624,0.0,599.519203535624,3.7197986249718724,603.2390021605959,0.0,603.2390021605959,3,1,0
48,3,3,603.2390021605959,0.0,603.2390021605959,45.44816836065024,648.6871705212461,0.0,648.6871705212461,-1,5,2
38,2,1,532.4897524631732,0.0,532.4897524631732,0.029564978255052665,532.5193174414283,0.0,532.5193174414283,2,0,0
38,2,2,532.5193174414283,0.0,532.5193174414283,5.3827968853941,537.9021143268224,0.0,537.9021143268224,3,0,0
38,2,3,537.9021143268224,0.0,537.9021143268224,40.219262238613965,578.1213765654363,0.0,578.1213765654363,4,5,7
38,2,4,578.1213765654363,0.0,578.1213765654363,8.932029698027236,587.0534062634636,0.0,587.0534062634636,5,0,0
38,2,5,587.0534062634636,0.0,587.0534062634636,39.632197273730185,626.6856035371937,0.0,626.6856035371937,6,1,2
38,2,6,626.6856035371937,0.0,626.6856035371937,13.563322792626991,640.2489263298207,0.0,640.2489263298207,7,0,0
38,2,7,640.2489263298207,0.0,640.2489263298207,11.71988575951957,651.9688120893403,0.0,651.9688120893403,-1,0,0
41,3,1,545.4355386119921,0.0,545.4355386119921,0.3801078912445064,545.8156465032366,0.0,545.8156465032366,2,0,0
41,3,2,545.8156465032366,0.0,545.8156465032366,3.703178781160773,549.5188252843974,0.0,549.5188252843974,3,2,0
41,3,3,549.5188252843974,0.0,549.5188252843974,52.46941972331797,601.9882450077154,0.0,601.9882450077154,4,5,5
41,3,4,601.9882450077154,0.0,601.9882450077154,14.983890571362508,616.9721355790779,0.0,616.9721355790779,5,1,0
41,3,5,616.9721355790779,0.0,616.9721355790779,43.46119844268151,660.4333340217594,0.0,660.4333340217594,6,2,3
41,3,6,660.4333340217594,0.0,660.4333340217594,8.054161593014555,668.4874956147739,0.0,668.4874956147739,7,0,1
41,3,7,668.4874956147739,0.0,668.4874956147739,10.805399448029561,679.2928950628035,0.0,679.2928950628035,-1,0,1
40,3,1,544.1582342470289,0.0,544.1582342470289,0.13676873386043553,544.2950029808893,0.0,544.2950029808893,2,0,0
40,3,2,544.2950029808893,0.0,544.2950029808893,4.430258697954514,548.7252616788438,0.0,548.7252616788438,3,1,1
40,3,3,548.7252616788438,0.0,548.7252616788438,49.78447732982522,598.509739008669,0.0,598.509739008669,4,4,5
40,3,4,598.509739008669,0.0,598.509739008669,10.612006351464288,609.1217453601333,0.0,609.1217453601333,5,0,1
40,3,5,609.1217453601333,0.0,609.1217453601333,54.745922141823826,663.8676675019572,0.0,663.8676675019572,6,2,2
40,3,6,663.8676675019572,0.0,663.8676675019572,9.524149201031264,673.3918167029884,0.0,673.3918167029884,7,1,0
40,3,7,673.3918167029884,0.0,673.3918167029884,10.196448403546242,683.5882651065347,0.0,683.5882651065347,-1,1,0
51,3,1,637.4992407543853,0.0,637.4992407543853,0.0784286762678903,637.5776694306531,0.0,637.5776694306531,2,0,0
51,3,2,637.5776694306531,0.0,637.5776694306531,5.43359501975749,643.0112644504106,0.0,643.0112644504106,3,0,0
51,3,3,643.0112644504106,0.0,643.0112644504106,43.48559415388854,686.4968586042992,0.0,686.4968586042992,-1,2,2
55,0,1,683.9361006793131,0.0,683.9361006793131,0.08887541688773126,684.0249760962008,0.0,684.0249760962008,2,0,0
55,0,2,684.0249760962008,0.0,684.0249760962008,5.924856053330245,689.9498321495311,0.0,689.9498321495311,3,1,2
55,0,3,689.9498321495311,0.0,689.9498321495311,0.0,689.9498321495311,0.0,689.9498321495311,-1,4,4
52,3,1,662.2369619420837,0.0,662.2369619420837,0.03387330893815488,662.2708352510218,0.0,662.2708352510218,2,0,0
52,3,2,662.2708352510218,0.0,662.2708352510218,5.383509572831144,667.654344823853,0.0,667.654344823853,3,0,0
52,3,3,667.654344823853,0.0,667.654344823853,38.85917519644704,706.5135200203,0.0,706.5135200203,-1,2,5
44,3,1,570.3467801351563,0.0,570.3467801351563,0.19582767367307952,570.5426078088294,0.0,570.5426078088294,2,0,0
44,3,2,570.5426078088294,0.0,570.5426078088294,4.281810804900715,574.8244186137301,0.0,574.8244186137301,3,0,0
44,3,3,574.8244186137301,5.108246765070362,579.9326653788005,46.04001319949191,625.9726785782924,0.0,625.9726785782924,4,7,6
44,3,4,625.9726785782924,0.0,625.9726785782924,13.763597115510493,639.7362756938029,0.0,639.7362756938029,5,0,0
44,3,5,639.7362756938029,0.0,639.7362756938029,47.32565319055732,687.0619288843602,0.0,687.0619288843602,6,2,2
44,3,6,687.0619288843602,0.0,687.0619288843602,11.898841810123372,698.9607706944836,0.0,698.9607706944836,7,0,1
44,3,7,698.9607706944836,0.0,698.9607706944836,9.614502759976403,708.57527345446,0.0,708.57527345446,-1,0,1
47,3,1,593.9272455862063,0.0,593.9272455862063,0.45629860878307227,594.3835441949893,0.0,594.3835441949893,2,0,0
47,3,2,594.3835441949893,0.0,594.3835441949893,5.662945597155044,600.0464897921444,0.0,600.0464897921444,3,0,1
47,3,3,600.0464897921444,0.0,600.0464897921444,42.20423986995513,642.2507296620995,0.0,642.2507296620995,4,5,2
47,3,4,642.2507296620995,0.0,642.2507296620995,10.0274479636455,652.278177625745,0.0,652.278177625745,5,0,0
